jbwm 几百微米,几百万名
qhys 琪花玉树
qhyl 谦厚有礼
bhsw 拨号上网
qhyh 奇花异卉
msgk 美术高考
qhyj 强还原剂
lzbx 连州比县
mlsh 貌离神合
qhyg 清华阳光
njyzzzx 南涧彝族自治县
qhyc 奇花异草,琪花瑶草,气候异常
hqfs 合取范式
hgpc 韩国泡菜
dxlq 刀下留情
dxlr 刀下留人
dxls 短信铃声,大学老师,大小凉山
hlpl 鹤林蒲岭,魂惊魄落
spkx 食品科学,水平抗性
dxly 断香零玉
lbbs 老兵不死
dxld 蝶形领带
zczk 造成真空
dxlg 顿学累功,钝学累功
dxll 担心丽莉
hnfq 患难夫妻
jeml 加尔默罗
dxlj 荡析离居,对象连接,大修理基,倒象棱镜
dxlk 地下冷库
wljg 网络结构,无力进攻
yrgd 优柔寡断
wbxd 文本校对
wbxj 外币现金
mza 密执安,马祖澳,马祖庵,穆彰阿,马占鳌
dczf 多次重复
hzjc 花攒锦簇
yrgs 怨入骨髓
yrgw 依然故我
wbxz 未卜先知,亡不旋踵
yrgz 引人关注,炎日高照,游人规则
zczl 自吹自擂
dhzs 怠忽职守,妒火中烧
sjzm 实际证明,实践证明,受尽折磨
sjzl 视觉暂留,水晶之恋,数据资料,收集整理,搜集整理,圣济总录
jqxh 经丘寻壑
mksb 面孔识别
sjzh 三角杂化
sjzk 生津止渴,三极真空
sjzj 世纪之交,枢机主教,时间知觉,损军折将,属间杂交
sjzd 随机振动,肆奸植党,省级重点,时间重叠,数据终端,俗家子弟,世家子弟
sjzg 丧家之狗
sjza 伺机作案
mksl 马克思列
sjzc 世界之窗,市井之臣
sjzb 随近逐便,缮甲治兵,世界坐标
pspx 跑上跑下,爬上爬下
sjzy 绥靖主义,视觉作用,视觉作业,水解作用,桑间之音,桑间之约,桑间之咏,杀菌作用,暑假作业,世界主义,三谏之义
sjzx 数据中心,数据总线,似箭在弦,事件真相,世界秩序
mksw 麦克斯韦
sjzz 数据组织,山节藻棁,书籍装帧,世界之最
mksy 木刻水印
sjzt 市井之徒,四脚朝天,私家侦探,四君子汤,世界足坛
sjzw 绳厥祖武
gzsq 归正首邱,归正首丘,归正守丘,广州市区
sjzq 丧家之犬,世界足球
sjzp 水晶照片,水晶制品,尸鸠之平,嗜痂之癖
sjzs 石家庄市,神经中枢,随机噪声,视觉噪声,神经战术,神经再生,上级指示
sjzr 身肩重任,舒卷自如
xxms 详细描述
mzc 马子充,棉织厂,马直冲,民族村,母之仇,马祖常,美赞臣,马忠臣,米蛀虫,毛织厂,毛毡厂,明珠城,马臻诚,马直驰,马中赤,闷子车,猫爪草,满朝臣,母质层,孟州城
bfzezy 百分之二左右
xxmc 学校名称
sqbbwl 三千八百万两
sqbbwk 四千八百万口
lkyx 良苦用心
xxmj 西行漫记,橡胶模具
xxcb 血吸虫病,潇湘晨报
ajds 氨基丁酸
xxmm 寻寻觅觅
fwez 风闻而至
ccpj 拆穿骗局,叉车配件
fwes 法沃尔斯
bwss 比物属事
dczy 大处着眼
qyyw 穷源意委
fwel 风闻而来
bayy 博爱医院
wljc 网络警察,网络教程,物理检查
zemz 诸恶莫作
aaxq 昂昂溪区
xcaldq 西藏阿里地区
lxsp 领先水平,惊心丧魄
lxss 流行时尚,履信思顺
lxsr 利息收入
wdrs 未到人数,无端惹事
lxst 郎心似铁
pqqc 骗取钱财
lxsy 铃行试验,理想实验
hmfs 花木扶疏,晦盲否塞
lxsz 两性生殖,流行时装
zcrh 走村入户
wdrx 误导人心,稳定人心
mbxq 命薄相穷
lxsc 练习手册
lxsb 鹿驯豕暴
wdrc 万多人次
bklyx 巴克莱银行
lxsg 镂心鉥肝
lxsh 两性生活
ehfb 扼喉抚背,扼吭拊背
lxsm 拉闲散闷
wmjl 物美价廉
ajdl 氨甲蝶呤,氨甲喋呤,氨基蝶呤
qesw 亲耳所闻
zrtf 自然通风
smtz 书面通知
zrtc 自然天成
smtt 生民涂炭
ccwh 诚成文化
zrtj 准入条件
smtl 史沫特莱
smtn 斯美塔那,斯美塔纳,寿满天年
smth 岁暮天寒
smtj 生命统计
pxkd 谱线宽度
dzdk 电子对抗
qesj 切尔斯基,卡尔萨基,卡尔斯基
smtb 省民同胞
smtc 三马同槽
xgzwdx 香港中文大学
hod 海鸥大
hom 韩欧美
blglfq 波利格拉菲奇
qbry 情报人员
zggjlyjyh 中国国际旅游交易会
zggz 职工工资,在改革中,郑国公子
A AT&T
lcpz 露出破绽
flhhw 酚类化合物
wgpl 外国评论
szcm 竖子成名
wgpj 亡国破家
jryjjrz 今日有酒今日醉
xlhf 肖洛霍夫
ydgfb 印度国防部
xczy 穴处知雨
gajg 公安机关
qshw 醛水合物
gajc 公安局长
wbzm 未被证明,无本之木
gajl 个案纪录
yzgw 野中广务
sfgl 收费公路
szcg 水涨船高,试制成功
gajt 公安交通
dekm 迪尔凯姆
jyly 金玉良言,教育领域,尖言冷语,金玉良缘
lbbe 老八板儿
zgfs 站岗放哨
zlzq 转来转去,直来直去,追来追去,载来载去,走来走去,自立自强,瘴疠之气,照来照去,整来整去,摘来摘去,指来指去,抓来抓去,找来找去
zlzr 知冷知热,乍冷乍热,主力阵容
zlzs 中旅总社,芝兰之室,指令重试,战略战术,专利证书
sdghg 苏丹共和国
zxfn 自寻烦恼
cfbh 吃粉笔灰
zlzy 装聋作哑,逐鹿中原,中立主义,战略转移,妆聋做哑
zgfy 最高法院,自告奋勇,蹠狗吠尧,跖狗吠尧
zxfc 最小分词,子孝父慈,哲学范畴
zxfd 自学辅导,做小伏低,作小服低
zxff 自学方法
zxfx 仔细分析
zxfy 正向反应,杂项费用,在线翻译,争先发言
zxfz 重新犯罪,直线发展,中心法则
zlzc 自擂自吹,自拉自唱,中立政策
zlzd 治理整顿,战略重点,专利制度
zgff 正规方法
cbzrz 承包责任制
qdcj 祛蠹除奸
zlzh 震惊中华,杖履纵横
zxfq 中线发球
zlzj 自留资金,主力庄家,专栏作家
zxfs 枝叶扶疏,种系发生,枝叶扶苏,中兴法商
zlzl 诛戮忠良,湛蓝湛蓝,制礼作乐
zlzm 指鹿作马
zlzn 祖龙之虐
zxfw 咨询服务
sslsk 十三陵水库
zggk 中国高科
jnyz 锦囊玉轴,嘉南药专,交能易作
frsz 副染色质
jnyw 几内亚湾
frst 非燃烧体,副染色体
frss 发人深省,发人深思
jnyp 纪念邮票
frsm 奉若神明,奉如神明
jnym 九牛一毛
jnyl 近年以来,今年以来
frsh 非人生活
jnyh 江南运河,九牛一毫
jnyd 江南一带,娇嫩欲滴
jnyc 艰难玉成
gmlb 谷马砺兵
frsc 繁荣市场
kqdnf 孔雀东南飞
atxq 爱徒心切
bzle 绷着脸儿
pcgz 排除故障
srqh 湿润气候
ndlx 闹独立性
zqcs 资浅齿少,蒸汽参数
pcgn 排除干挠
zgrmjfzz 中国人民解放战争
ndle 南蒂罗尔
ndlc 逆道乱常
tylm 桃夭柳媚
rrcy 人如潮涌
jbbw 津巴布韦
zsqx 正身清心,坐上琴心
tylg 太原理工
tylf 藤原良房
bjss 不假思索,避军三舍,不加思索,八九十岁
tylc 挑牙料唇
frrz 妇人孺子
tyly 桃夭李艳,停云落月
wlnr 沃罗涅日,外厉内荏
jbbr 兼包并容
tylw 体育论文
tyls 体育老师
mdj 牡丹江,骂大街,马都监,马渡江,马大姐,磨刀机,没多久,没动静,末端距,摩电架,密度计,名店街,麦蒂加,马德吉,穆德吉,满大街
wqsh 亡秦三户
wqsk 为情所困
wqsj 晚秋时节
wqsm 误其所谋,无情少面,五七十亩
mdo 蒙迪欧
mdl 马德里,麦当劳,曼德拉,目的论,马德拉,矛盾论,矛盾律,马德雷,马端临,曼德勒,马德罗,米德兰,马都拉,麦德林,马打蓝,马兜铃,马丁炉,美敦力,民都洛,蒙德拉,茅道临,麦德龙,马代拉,明定陵,麦德罗,麦当乐,门电路,莫迪利,米德勒,没道理,曼德琳,曼得拉,明德卢,幂等律,密得兰,埋电缆,卖当劳,马达里,马德莱,马德禄,马德伦,马丁啉
mdm 面对面,马大鸣,毛淡棉,明刀明,美登木,密电码,苗丹民,末端酶,明德门
mdb 木地板,马德堡,麻袋布,锚蛋白,膜蛋白,米德堡,密度板,毛涤薄
mdc 马道长,母大虫,毛滴虫,马地臣,麦冬草,门丹墀,煤斗车,每道菜,明党参,马黛茶,满地瞅,明道藏
mda 蒙迪艾,冒贷案,母弟爱
mdf 磨豆腐,牡丹峰,马丹风,麻豆腐,每顿饭,末端阀,马大夫
mdg 马大哥,茅大哥,明大哥,孟大哥,马丁工,梅大哥,麻大哥,瞒得过,目的港,猛丁哥,木雕工,曼丁戈,曼丁哥,马蛋果,马杜古,苗大哥,毛大狗
mdd 目的地,木呆呆,满当当,膜电导,美东队,磨电灯,满登登,明帝东,摩电道,摩电灯,埋地灯,蒙迪迪,满荡荡,孟达登
mde 孟德尔,米德尔,马蒂厄,玛蒂尔,满达尔,买点儿,蒙得恩,蒙代尔,木迭儿,莫德尔,曼德尔,门墩儿,莫代尔,缪达尔,眯盹儿,梅狄儿,慢点儿,马多尔,门德尔
mdz 毛东珠,摸得着,木岛主,马大中,马褡子,毛岛主,米袋子,慢动作,马德钟,门单枝,满肚子,明帝卒,马蹬子,目睹者,木渎镇,明登州,明独照,明代宗,孟杜庄
cfbq 此伏彼起
mdx 苗大侠,目的性,麦迪逊,矛盾性,玛多县,迷迭香,孟德新,穆大侠,牡丹乡,木底鞋,马德兴,门底下,莫等闲,脉动星,母丁香,某大学,木雕像,木德星,描淡写,抹刀形,卖东西,买担心,马道兄,马丁新,牟定县,母弟旭,梅迪西,木大侠,慕大侠,弥渡县
mdy 明帝永,米第亚,棉大衣,马大元,门蒂耶,牡丹园,美狄亚,马蒂亚,缅甸语,穆帝永,孟东野,梅地亚,墨斗鱼,麻登云,马大猷,马大爷,马丹阳,莫大焉,没多远,毛豆油,明大义,密度仪,孟达引,麦丹月,满东燕,梅东益,慕大元,孟大爷
wqsq 晚清时期,五七十拳
mds 马达声,米达斯,马蒂斯,马丁斯,门多萨,磨刀石,墨杜萨,美大司,明德慎,麦德森,美登素,马迪斯,蒙大圣,莫德斯,麦吊杉,魔导石,魔导师,门德斯,迈达斯,美杜莎,美杜沙,没得说,梅杜萨,明帝神,买断式,马鼎盛,马大帅,面点师,蒙顶山,莫道石,梅多斯,慕德斯
wqss 歪曲事实,为情所伤
mdq 买得起,美第奇,米德求,马丁抢,牡丹卡,魔导器,牡丹区,满洞群,毛冬青,明帝亲,马蒂琴,梅迪契
esdfz 二十多分钟
mdt 牡丹亭,马大挺,矛盾体,马得泰,门迭塔,免抵退,马丁跳
gjsn 各尽所能,谷贱伤农,钢筋水泥
jxfh 景星凤皇
gjsl 国际射联,估斤算两
gjsm 高金素梅,规矩绳墨,国际商贸
gjsj 赶尽杀绝,感觉神经,高级神经,管见所及
dfwy 东方闻樱
gjsh 国际商会,根基深厚
gjsf 国际私法
gqpl 感情破裂
gjsd 攻击速度,共济失调
dfwx 敌分我袭
gjsb 櫜甲束兵,拱肩缩背,关键设备
gjsc 高举深藏
gjsz 恭敬桑梓,干劲十足,国际时装,国际收支,国际商专,关键所在
gjsx 感觉属性,感今思昔,构件实现
gjsy 国家所有,广结善缘,国际石油,国际水域
gjsw 寡见少闻,国际事务,国家税务
anwe 阿努维尔
jblae 加布里埃尔
gjsr 孤军深入
gjss 根据上述,高技术司,干警宿舍,国家税收
gjsq 高加索区,关键时期
bxgs 保险公司,不锈钢丝
bxgr 并行感染
bxgw 不锈钢网
myjq 鸣冤叫屈
myjs 沐雨经霜,名誉教授,免疫监视
bxgz 白雪公主,百香果汁
bxgy 丙型肝炎
myjx 美语教学
myjy 靡有孑遗,盲哑教育,妙语解颐
myjz 民用建筑
hqqw 和气请问,和庆亲王
bxgc 并行工程,不锈钢材
bxgb 不惜工本,不锈钢板,比学赶帮
yslhyzz 伊斯兰会议组织
bkxz 巴克夏猪
bxgg 不锈钢管
myjc 民用机场,民意基础,免疫检测
myjl 美艳绝伦,密钥建立
bxgj 变形杆菌,不暇顾及
mpjs 满盘皆输
bxgh 八仙过海
myjj 梅雨季节
zjxr 章句小儒
gzry 工作人员,甘之如饴,观者如云,公证人员,公职人员
gzrx 光致溶血
xsdy 形式多样,虚设单元,学生党员
swfc 双桅帆船,三桅帆船
swfd 事务繁多
tzzy 吞舟之鱼
tzzz 铁中铮铮
ata 埃托奥,艾托奥,安提阿
atn 埃特纳,安托尼,阿塔纳,安特南
xsdr 先声夺人
atl 阿太卢,阿特拉,安塔拉,埃托利,阿特利,奥特雷,奥特朗,奥特丽,阿陶罗,阿图罗,艾特利,奥特里,埃特里
xsdp 吸食毒品
xsdw 下属单位
atk 阿塔科,安条克,安提柯
gzrw 刚中柔外
bsyjbjt 不是冤家不聚头
hfjc 洪范九畴
xsdj 兄死弟及
att 爱探听,阿特塔,安土桃,奥陶统,奥廷托
swfs 使蚊负山
gzrm 各族人民
ats 安徒生,阿泰斯,奥陶世,安体舒,阿图什,安特生,阿通社,奥田硕,艾塔斯,案庭审,奥特斯,敖陶孙,安泰萨
tzzj 叨在知己,体重增加
xsdl 歇斯底里,新生大楼,学生代联,下水典礼
hmer 活命恩人
dlsdjlb 大连实德俱乐部
swfz 生物防治,十五分钟,三五分钟,四五分钟,食味方丈
gzrb 广州日报
atz 安亭镇
xsdf 蓄势待发
atx 奥陶系,安图县,安亭下
xsdd 信誓旦旦
bljdyyws 八路军第一一五师
aefl 阿尔弗雷,阿尔弗莱
ynfz 亦能覆舟
qdqy 签订契约
wkyt 万口一谈
wkys 胃科医生,外科医生
mdws 马德望省
wkym 网开一面
wdbm 胃蛋白酶
qyyd 潜移阴夺
ynfg 旖旎风光
wkyc 万口一辞,万口一词
cyms 除莠霉素,财源茂盛,草衣木食,侈衣美食
glys 功率因数,古拉一世,咕噜一声,公路运输
rsrq 如诉如泣,乳声乳气
cymw 崇洋媚外,阐幽明微
sstk 失声痛哭
glyz 高丽营镇,桂林一枝,国立艺专,古来有之
rsrz 让三让再,如手如足,人生如朝
glyx 公路沿线
glyy 公立医院
gwyyjs 国务院研究室
pwsy 旁文剩义
cymb 长远目标,沉冤莫白
glyf 古里耶夫
glyg 盖了又盖,改了又改
cymd 次要矛盾,成员名单
rsrj 人生若寄,人生如寄
zgdzj 中国地震局
rsrh 人山人海,如诗如画
tkym 兔葵燕麦
rsrm 人生如梦
qqyl 七千余里
gwdc 高文大册,高文典策,高文典册
xtnh 心跳男孩
lbbh 林波波河,罗布泊湖
xtno 行同能偶
zgdfhk 中国东方航空
gwdj 孤文断句
ebysk 二百一十块
kdwh 宽大为怀
ncldw 啮齿类动物
xtnx 胶态凝胶
zgbs 资格比赛
kggl 客观规律,可观规律
kggc 开国功臣
gwdx 狗尾貂续
gwdy 高温多雨
wedh 瓦尔登湖
bnjq 不念旧情
hwsz 海味山珍
bgrr 兵戈扰攘
hwsy 宏伟事业
fctz 发出通知
bgrz 秉公任直
hwsq 华屋山丘,华尾山丘
mfgy 盲风怪雨,盲风怪云
sfgy 司法官员
bgrc 不过如此,本该如此
qqyg 栖丘饮谷
bnje 不念旧恶
bnjj 不能解救
gwgs 国网公司,顾问公司
hwsd 好为事端
fctj 风驰霆击
fctm 分床同梦
sggt 水果罐头
tmsd 体面扫地
pxsf 破晓时分
bxjq 被选举权
tmsb 汤姆斯杯
pxsb 平行四边,平形四边
gcmd 更长梦短
tmsj 图曼斯基
tmsk 托木斯克
dyqp 大雨倾盆
wdmlc 危地马拉城
tmss 天鸣禅师
pxsy 评先树优
dzqq 渎职侵权
bfch 不分场合
bebn 败而不馁
rcrd 恁长恁大
hkgyzgs 航空工业总公司
yszk 艺术专科
eyeqbblsswy 二亿二千八百六十三万元
sggz 扫锅刮灶
pqtx 平嵌天线
fyjd 法医鉴定,发育阶段,反应进度
ywmm 烟雾弥漫,烟雾迷漫,云雾迷蒙
jyll 奸淫掳掠
dsset 第四十二条,第三十二条
fyjc 风雨兼程,分忧解愁,凤引九雏
ywmh 宇文莫槐
fyjm 反应截面
fyjl 发育节律
jyle 捡洋落儿
jyld 经验老到
jylc 将遇良材,将遇良才,减压馏程
fyjh 风云际会,费用减缓
fyjk 幅移键控
hqym 横枪跃马
qsdk 七十多块
ywmz 英文名字,宇文懋昭
ywmy 余万美元
jylx 交易类型
ywmw 岳武穆王,有完没完
hgwjtsb 韩国外交通商部
hqyx 花旗银行,花前月下,华侨银行
jylt 简约论坛
bdpz 不动配子
fyjx 非永久性,方言矩行,发育畸形
jylq 疾言厉气,敬业乐群
fyjz 防御机制,佛要金装
cdf 臭豆腐,曹涤非,茶多酚,陈大方,吃豆腐,沈德符,测度法,测定法,沉淀法,沈淀法,楚得复,曹大夫,陈大夫,蔡达峰
ydhp 赢得好评
btsm 贝塔斯曼,本田四明
sswns 世上无难事
pnll 批逆龙鳞
pnlp 佩内洛普
jxnydx 江西农业大学
bfcx 并发程序
cdg 陈德高,陈大哥,崔大哥,超跌股,长顶盖,褚大哥,船大工,程大哥,查第格,曾当过,成大功,场地感,唱的歌,吃豆乾,柴大官,曹大哥,常大哥
hbxg 毫不相干,河北宣工,毫不相关
hbxd 黑板协调
qsdc 秋收冬藏,秋收东藏
eyfm 恩怨分明
emzy 耳目之娱
emzz 耳目昭彰,恶名昭彰
twec 突围而出
hbxj 黑白相间
hbxw 花边新闻,回避行为
hbxt 话不相投,活蹦鲜跳,后备系统
hbxr 互不相让
hbxs 红白喜事,毫不逊色
hbxp 黑白胶片
hbxq 混不下去,活不下去
mnjs 莫能菌素,模拟计算
twer 天无二日
eyfs 恶衣菲食
hbxz 祸不旋踵,后辈小子
hbxx 航班信息,回避学习
hbxy 虎背熊腰
ztm 朝天门,紫檀木,宗铁穆,知天命,转酮酶,真他妈,朱塔玛,增透膜,张土明,子铁穆
ztl 张太雷,张天禄,总统令,子拖雷,张团练,周天伦,震天雷,张铁林,钻天柳,这趟路,终统论,紫藤萝,糟透了,章台柳,状态栏,朱滔留,整条路,整体论,招贴栏,张天霖,庄廷龙,赵天麟,正太路,植桃柳,掌套铃,宰太牢,宗拖雷,宗图联,周泰领,占田令
ztn 张铁男,郑屠那,暂停钮,坐台女,周铁农,朱仝怒
xxrf 心细如发
zth 座谈会,庄太后,整体化,赵天衡,招贴画,张廷翰,紫藤花,真太后,宗天会,坐谈会,周铁鹤,周太后,中天恒,子塔赫,主体化
ztk 战坦克,字体库
ztj 朝天椒,正厅级,镇痛剂,止痛剂,郑屠家,驻屯军,铸铁件,钻探机,织田家,紫檀碱,直跳脚,猪蹄甲,状态机,整天价,子太监,占廷军,中亭街,战台军,张太监,子汤浇,周藤吉,周天爵
zte 字帖儿
ztd 重特大,张提督,赠台大,正听得,庄田地,中途岛,周天度,占田达,主通道
ztg 子童阁,周天卦,主题歌,整体感,赵堂官,周天古,中碳钢,自同构,整体观,张天罡,朱天光,铸铁管,铸铁工,钟头工,转托管,足通谷,紫铜管,朝天罐,朝天宫,主体观,真田广,宗太公
ztf 总统府,邹韬奋,枕头风,张廷发,竹筒饭,宗天复,治脱发,在逃犯,主题法,中图法,朱铁峰,张廷辅,张廷范,周停飞
zta 张天爱
scgr 神出鬼入
ztc 主题词,直通车,制糖厂,中统钞,斋堂川,赵铁锤,诸同存,状态词,整梯次,子田常
ztb 涨停板,招投标,左太北,掷铁饼,朱天部,猪蹄膀,状态表,朝天鼻,周太保,中台办
xxrr 熙熙攘攘,熙熙融融
xxrs 栩栩如生,相相如生,熊熊燃烧,消息人士
scgm 神出鬼没,十次革命
scgl 输出功率,市场规律
zty 章太炎,止痛药,制糖业,詹天佑,张廷玉,张天翼,周天勇,正投影,止疼药,周泰引,止吐药,镇痛药,郑太原,遮太阳,张贴於,制图样,侦听员,钻天杨,真太阳,庄田约,子团圆,制图员
ztx 卓天雄,整体性,重头戏,总体性,主体性,张天锡,主题性,专题性,朱统缬,梓潼县,制图学,震天响,阵天线,郑太性,郑天翔,炷头香,正统性,枕头箱,张天喜,坐天下,再贴现,朱逖先,朱仝心
xydl 西印度联,心殒胆落
ztz 总统制,周天子,澡堂子,总体战,张同铸,占田制,宗同族,赞同者,转贴自,转投资,终唐之,直筒子,状态字,状态值,正体字,掷骰子,总体值,张贴者,周天之,制图者,中途站,竹筒子,真天子,止痛针,柘塘镇,朱仝正,张铁柱,张铁嘴,庄头子,宗天子,周泰者,专题组
xxrz 消息日志
ztt 直挺挺,郑天挺,邹太太,钻头体,自同态,直通通,状态图,枕头套,杂填土,增田町,侦探团,侦听台,贼忒忒,直统统,庄太太,子太太,周泰听
ztw 朱太尉,周太王,组态王,砖头文,周天王,侦探网,中特网,中体网,赵天王,正天丸
xxry 像心如意,信息冗余
ztq 助推器,助听器,中提琴,郑廷奇,主题曲,朱泰祺,阵痛期,止退器,朝天区,支托区,撞天屈,掷铁球,庄田顷,周天全,侦听器,作图器,主题卡
ztp 正统派,专题片,止痛片,止疼片,侦探片,站台票,遭偷拍,纸托盘,猪头皮,主体派
zts 智亭山,中条山,组团社,郑天寿,整体式,臧天朔,张铁生,昭通市,紫铜色,赞叹声,张太守,张天师,锥体束,组团式,祖堂山,直通式,整套书,张庭森,座头市,周泰守,占田数,占廷式,制图师,制图室,侦探社,侦探所,詹他叔,祖逖数,祖堂寺,宗天顺,周太史,占廷史,专题史
ztr 猪头肉,种田人,占廷人,张贴人,宗体弱,制图人,种天然,周廷儒
wzzq 无足重轻
lkyb 略窥一斑
hrys 赫然有声,浑然一色,和容悦色
xndm 勋努达美
wzzt 文章主题
wzzw 文章正文,忘战者危
hryy 黄蓉一一,恒瑞医药
hryx 焕然一新,汗如雨下,涣然一新
wzzz 网状组织
qxdf 清虚洞府
xzqbq 心脏起搏器
hryc 化若偃草
wzzb 瓮中之鳖,瓮中捉鳖
wzzd 妄自尊大,为政之道,蜈支洲岛,武装战斗,无置锥地
hryg 挥日阳戈
wzzf 文责自负,物至则反
wzzh 为尊者讳
wzzj 闻者足戒,网址之家,稳住阵脚,物资总局,物质总局,文章宗匠,伪造证据,伪造证件
wzzm 万众瞩目,问中知马,文章憎命
ppzx 平铺直叙,平铺直序
phrj 贫寒人家
rjlt 日角龙庭
btsw 浜田省吾
fbswjxt 分布式文件系统
trdq 铜仁地区
lztj 类质同晶
bxjy 补习教育,标新竞异
phrs 排华人士
btst 补体受体
wgjj 无规降解,微观经济,吴国将军
rcrm 如痴如梦
dtmhdyx 大通曼哈顿银行
hcjw 怙才骄物
qztj 前置条件
brsm 不辱使命
qztl 清浊同流
qqhh 前前后后,栖栖皇皇
fdaj 贩毒案件
cles 查理二世
qqhd 巧取豪夺,强取豪夺,轻裘缓带
qqhe 齐齐哈尔
hcjy 海错江瑶
clew 丑类恶物
wfscl 无风三尺浪
hcjz 花簇锦攒,回肠九转
brsy 编入索引,不入时宜
bcqx 补偿曲线
mef 米尔峰,马尔菲,米尔佛,马尔法,梅尔夫
qqhz 强强合作
qqhy 全球华语
clec 触类而长
brss 白日上升,勃然失色,伴热输送,不如说是
hcjn 寒蝉僵鸟
qqhr 全球华人
qztt 全职太太,群众团体
brsw 八日上午
qqhq 前清后欠
xytq 薰莸同器,熏莸同器
lrcw 连衽成帷
xyts 寻幽探胜,西雅图市
rbdqzshs 日本电气株式会社
lpgs 礼品公司
pbyx 漂泊异乡
gxww 郭祥微微
meb 墨尔本,马尔堡,米尔本,马尔伯,马尔巴,墨尔钵,缪尔波,玛尔巴,毛尔布
wrtt 温柔体贴
bcqy 薄唇轻言
xytb 寻源讨本
zasj 作案时间
whjj 王海将军
xytk 哓音瘏口
xytl 襄渝铁路,选优淘劣
wtp 魏太平,吴太平
wtq 王铁枪,畹町桥,五通桥,乌提卡,外套腔,武厅前,尉屠耆
wtr 委托人,温体仁,温体肉
wts 五台山,委托书,文廷式,梧桐树,望天树,王田私,王太守,畹町市,温吞水,闻太师,温特斯,沃特森,梧桐山,望天收,望唐僧,无题诗,乌台诗,翁同书,维托斯,沃特斯,望天水
wtt 雾腾腾,卫太太,王婷婷,王太太,温特图,吴天天,王图帖,温庭叹,汪太太
wtw 魏太武,卫天望,望太尉,舞厅舞
wtx 文天祥,五台县,王廷相,吴天祥,温塘峡,梧桐叶,未填写,未剃须,无痛性,委托行,魏天兴,魏塔线,王同享,文天详,文体学,位童兄,位田兄
wty 吴廷英,温庭筠,王太医,吴庭艳,乌廷玉,王庭筠,王铁崖,翁听雨,王天逸,梧桐雨,吴田玉,王廷彦
wtz 王统照,王太宰,王通治,闻天子,维特之,梧桐子,吴天祚,吴天智,魏塘镇,王廷诏,武天子,无碳纸,五塘镇,王太祖,王太子,梧桐镇,位太子
wqrc 唯其如此
wta 无头案
wtb 乌托邦,吴天保,无图版,文体部,无头表
wtc 王廷臣,吴天墀,王铁成,王天成,王塔察,吴铁城,乌塌菜,望天慈,巫头村,魏同超,吴头楚
wtd 温庭道,吴天德,维提岛,未推动,外听道,吴提督,王天德,王听得
whjm 晚会节目
wtf 伍廷芳,王太傅,外推法,委托方
wtg 王体乾,王滩港,五屉柜
wth 渥太华,闻天鹤,王太后,魏太和,王太和,温庭和,武天皇,吴太后,韦特海,翁同和,王铁汉,王脱欢,王太华,武太后,舞台化,王同惠,卫天侯,乌特河
wtj 无条件,舞台剧,王铁匠,王廷江,王太监,温铁军,王泰吉,瓦特计,王侗继,武田家,文体局,委托金,魏太监,王天杰,挖土机
wtk 王铁口,无痛苦,外太空,吴廷康,王坦克
wtl 文泰来,王太岚,魏特林,王铁轮,王天凌,维塔利,王天林,武藤兰,武腾兰,韦特卢,翁谈录,王桐龄,文图拉,乌特利
wtm 维他命,王天民,沃特曼,外套膜,维特曼,武天敏
wtn 沃提尼,瓦塔娜,王铁牛,无头鸟,瓦塔纳
rjkkx 软件可靠性
zhqggsylhh 中华全国工商业联合会
crdy 舂容大雅
nqyy 弄清原因
kyxw 龈牙纤维
qlgc 桥梁工程
crdq 从弱到强
nqyw 年轻有为
qlgf 劬劳顾复
qlgg 奇离古怪
qlgd 卡拉干达
crdt 趁热打铁,乘热打铁
ftss 反听收视
ykrc 云开日出
zcsk 坐吃山空,照常上课
lmrj 流氓软件
crdl 超然独立
nqyd 年轻一代,女权运动
crdb 插入蛋白,常任代表
nqhp 鸟枪换炮,鸟枪换砲
swstd 圣文森特岛
qlgw 曲里拐弯
begdq 巴尔干地区
ykrm 依靠人民
zlgg 自流灌溉
zgyc 主观臆测,中国烟草
xcjg 宣传机构
dbkl 道边苦李,道傍苦李
bhyy 变换语义
zlgb 专利公报
zgyd 中国移动,主观臆断,忠肝义胆,枕戈饮胆,枕戈以待,中共一大
gzxz 高脂血症,工作细则
zgyj 酌古沿今,酌古御今,终归一句,珠规玉矩,整改意见,总归一句,中国幼教
zgyh 重归于好
mer 木儿入
zlgj 中立国家
klsts 克里斯滕森
zlgh 战略规划,众流归海
feml 福尔马林,负恩昧良
zgys 赵公元帅,昼耕夜诵,主观因素
zgyp 左顾右盼
ang 阿尼哥,奥涅格,阿牛哥,安娜刚,安尼戈,埃努古
zlgs 自力更生,自立更生
xxzt 惺惺作态
zlgq 周郎顾曲
bhyj 不好用救
zgyz 债各有主,中国邮政
qpzd 强迫振荡
zgyx 中国银行,自刽以下,枕戈饮血,朝歌夜弦,中国音协
zgyy 自给有余,主观原因
xcjy 宣传教育
xcjx 心存侥幸
bhyc 百喙一词,冰壶玉尺
zlgx 坐领乾薪
szhw 山珍海味
cjbx 除旧布新
anb 安纳巴,安诺本
wzrx 完整如新
shsfx 上海市分行
zygwwyh 中央顾问委员会
swhj 十万火急
szht 时钟花坛
anm 阿纳姆,阿尼玛
xxzn 学习指南
hexjdx 赫尔辛基大学
xykm 析疑匡谬
dry 杜若原,懂人意,德日意,导热油,对日元,德容言
hgyc 核工业城
